RegionCode,SubRegion,SiteName,Latitude,Longitude,Depth ,Location,InstrumentType,ProjectCode,tagNum,Fate,Deployment,Recovery,Duration,Species,BlockDimensions,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion ,PostCTAccretionRate,Notes
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4781,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.3663,26.3616,10.28119469,1.105542726,1.09687588,27.4488,25.014,7.921820641,1.177384624,0.171901703,0.034211626,2.187472346,0.43534755,0.436182976,0.086808498,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4782,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,12.1754,27.1212,10.62086964,1.146365638,1.136020944,22.9378,21.679,5.090867043,1.209350236,0.35394001,0.070440624,5.176062587,1.030132412,0.221142769,0.044011511,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4783,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,10.6331,25.6319,9.908277512,1.073153228,1.061670432,24.4697,22.8303,6.238723755,1.136086507,0.197067261,0.039220038,3.472486496,0.691089188,0.478111267,0.095153006,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4784,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,13.5532,28.5821,10.974123,1.235014406,1.228507472,22.3641,20.9916,4.014996529,1.305680134,0.244909287,0.048741488,6.714217185,1.336253693,0.100996971,0.02010027,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4785,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.6531,26.4235,10.552248,1.104323932,1.09788364,22.0691,19.8411,3.827035904,1.204198117,0.173498154,0.034529349,6.551713942,1.303912535,0.080054283,0.015932286,
MAU,CNMI (CREP),Maug,20.02038628,145.2397782,46,MAU-12,BMU,NCRMP,4786,NOT RECOVERED,6/12/17,NA,NA,P. lobata,5x2x1,12.1729,27.2924,10.71094036,1.136492184,1.133683592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MAU,CNMI (CREP),Maug,20.02038628,145.2397782,46,MAU-12,BMU,NCRMP,4787,SUCCESSFULLY RECOVERED,6/12/17,6/22/22,5.030136986,P. lobata,5x2x1,11.5632,26.7259,10.46858025,1.104562388,1.094756296,29.2904,26.6378,7.469261169,1.166642783,0.052485466,0.010434202,2.946833615,0.585835659,1.723643303,0.342663293,
MAU,CNMI (CREP),Maug,20.02038628,145.2397782,46,MAU-12,BMU,NCRMP,4788,NOT RECOVERED,6/12/17,NA,NA,P. lobata,5x2x1,11.2029,26.5689,10.50990772,1.065937047,1.06109612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MAU,CNMI (CREP),Maug,20.02038628,145.2397782,46,MAU-12,BMU,NCRMP,4789,SUCCESSFULLY RECOVERED,6/12/17,6/22/22,5.030136986,P. lobata,5x2x1,12.9553,27.6893,11.08911896,1.168289388,1.163138768,32.6448,25.4233,7.87295723,1.284565861,0.048992157,0.009739726,3.167169573,0.629638831,1.338229179,0.266042293,
MAU,CNMI (CREP),Maug,20.02038628,145.2397782,46,MAU-12,BMU,NCRMP,4790,SUCCESSFULLY RECOVERED,6/12/17,6/22/22,5.030136986,P. lobata,5x2x1,11.1493,26.1543,10.49711895,1.062129528,1.057060304,21.7025,20.1023,3.252399445,1.184260446,0.075273514,0.014964506,7.169445991,1.425298359,0.62361145,0.123975043,
MAU,CNMI (CREP),Maug,20.01315001,145.2080576,53,MAU-20,BMU,NCRMP,4791,NOT RECOVERED,6/14/17,NA,NA,P. lobata,5x2x1,12.301,27.4762,10.4683485,1.175065962,1.167993752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MAU,CNMI (CREP),Maug,20.01315001,145.2080576,53,MAU-20,BMU,NCRMP,4792,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,12.495,27.6379,11.6469841,1.072809913,1.066395728,20.2149,16.1945,0.502598763,1.295597305,0.009604454,0.001911464,11.13478088,2.21602782,0.356781006,0.071006034,
MAU,CNMI (CREP),Maug,20.01315001,145.2080576,53,MAU-20,BMU,NCRMP,4793,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.986,27.0782,10.90333843,1.099296337,1.089310544,19.2257,17.2798,1.47698307,1.13064507,0.021474838,0.004273891,9.404880522,1.871745578,0.149336815,0.029720795,
MAU,CNMI (CREP),Maug,20.01315001,145.2080576,53,MAU-20,BMU,NCRMP,4794,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.7482,26.4896,10.62325573,1.105894492,1.095716576,30.1892,27.3583,8.905946732,1.170664224,0.19373703,0.038557261,1.523571968,0.303219067,1.234030724,0.245594991,
MAU,CNMI (CREP),Maug,20.01315001,145.2080576,53,MAU-20,BMU,NCRMP,4795,NOT RECOVERED,6/14/17,NA,NA,P. lobata,5x2x1,11.4362,26.2807,10.73035526,1.065780184,1.055393312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MAU,CNMI (CREP),Maug,20.0356706,145.2247008,47,MAU-05,BMU,NCRMP,4796,SUCCESSFULLY RECOVERED,6/10/17,6/24/22,5.04109589,P. lobata,5x2x1,11.5289,26.4598,10.64582062,1.082950804,1.072592528,35.3434,32.6496,7.932051659,1.167683162,0.018959999,0.003761087,2.694808962,0.534568082,5.088764191,1.00945594,
MAU,CNMI (CREP),Maug,20.0356706,145.2247008,47,MAU-05,BMU,NCRMP,4797,SUCCESSFULLY RECOVERED,6/10/17,6/24/22,5.04109589,P. lobata,5x2x1,10.318,25.6163,9.679512978,1.065962722,1.056548536,36.1513,32.652,7.650741577,1.149325592,0.360282898,0.071469162,1.668488503,0.330977339,5.443468094,1.079818399,
MAU,CNMI (CREP),Maug,20.0356706,145.2247008,47,MAU-05,BMU,NCRMP,4798,SUCCESSFULLY RECOVERED,6/10/17,6/24/22,5.04109589,P. lobata,5x2x1,11.88,27.0716,10.56302834,1.124677471,1.115916896,24.7657,23.9407,6.381631851,1.215161313,0.120532036,0.023909888,4.060864453,0.805551916,0.497028351,0.098595298,
MAU,CNMI (CREP),Maug,20.0356706,145.2247008,47,MAU-05,BMU,NCRMP,4799,SUCCESSFULLY RECOVERED,6/10/17,6/24/22,5.04109589,P. lobata,5x2x1,11.2897,26.5996,10.3337574,1.092506778,1.086140944,21.2204,19.3096,2.584885597,1.267400346,0.047773361,0.009476781,7.701098442,1.52766355,0.300510407,0.059612119,
MAU,CNMI (CREP),Maug,20.01398,145.22746,34,MAU-86,BMU,NCRMP,4800,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.9998,27.41,10.70137882,1.121332139,1.11819336,23.0083,19.6883,2.87755935,1.205710025,0.17354105,0.034537886,7.65027842,1.522547232,0.185480098,0.036913978,
MAU,CNMI (CREP),Maug,20.01398,145.22746,34,MAU-86,BMU,NCRMP,4801,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.609,26.7062,10.47721481,1.108023479,1.100731496,26.563,21.8611,4.525431142,1.199729694,0.143139824,0.028487479,5.808643844,1.15602781,0.698515816,0.139017597,
MAU,CNMI (CREP),Maug,20.01398,145.22746,34,MAU-86,BMU,NCRMP,4802,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.2008,26.8131,10.40326309,1.076662188,1.069262552,25.0538,19.3099,1.951249123,1.301486594,0.072260857,0.01438125,8.37975311,1.667726219,0.588721275,0.117166448,
MAU,CNMI (CREP),Maug,20.01398,145.22746,34,MAU-86,BMU,NCRMP,4803,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.6526,26.8707,10.74062061,1.084909376,1.096439696,19.4846,17.675,1.591421127,1.262189609,0.034555435,0.006877172,9.114644048,1.813983139,0.229957581,0.045765822,
MAU,CNMI (CREP),Maug,20.01398,145.22746,34,MAU-86,BMU,NCRMP,4804,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,10.7535,26.0028,10.25144577,1.048973993,1.03795632,23.1203,18.0378,1.344692084,1.228232903,0.100490559,0.019999484,8.806263127,1.752609619,0.500530189,0.099614787,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4805,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.5494,26.9451,10.62459469,1.08704382,1.075303392,27.4868,24.1895,6.52303791,1.176779228,0.17740345,0.035306575,3.92415333,0.780979261,0.562397003,0.11192743,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4806,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.5519,26.7795,10.43187904,1.107365217,1.09650996,27.2696,23.9798,6.923644066,1.213031871,0.174828529,0.034794118,3.333406445,0.66340968,0.262281418,0.052198865,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4807,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.4283,26.5185,10.31566429,1.107858852,1.087593264,32.9515,27.7641,8.741632462,1.19772313,0.092997551,0.018508237,1.481034277,0.294753278,1.163374901,0.231533173,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4808,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,12.6311,28.4105,10.85266399,1.163870918,1.14606328,30.2709,26.1625,7.449451447,1.221968323,0.137354851,0.027336162,3.265857692,0.649966226,0.930241585,0.185135321,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4809,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,12.2015,27.1823,10.63875675,1.146891529,1.135560648,27.307,23.8644,6.192469597,1.220926695,0.16918087,0.03367013,4.277106283,0.851223442,0.676457405,0.134627564,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4810,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.4117,27.0404,10.64129734,1.072397438,1.060160768,29.7739,26.6428,8.690760612,1.159968119,0.096671104,0.019239342,1.853865624,0.368953627,0.66287899,0.131925208,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4811,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.6619,27.0874,10.85457802,1.074376174,1.06222456,29.8537,23.7802,6.160368919,1.181597797,0.525112152,0.104507053,4.169096949,0.829727583,0.743388176,0.147948028,
PAG,CNMI (CREP),Pagan,18.04561,145.70621,51,PAG-20,BMU,NCRMP,4812,SUCCESSFULLY RECOVERED,6/3/17,7/21/22,5.134246575,P. lobata,5x2x1,12.7606,27.9014,11.35375214,1.12391039,1.11179844,35.0891,26.2738,7.70495224,1.211766453,0.19698143,0.03836618,3.45181847,0.672312562,0.97430706,0.189766316,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4813,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.9111,27.0114,10.70776463,1.112379699,1.097887888,26.4574,23.4133,5.35197258,1.198524819,0.191084862,0.03802943,5.164707188,1.027872477,1.051202774,0.20920884,
PAG,CNMI (CREP),Pagan,18.04561,145.70621,51,PAG-20,BMU,NCRMP,4814,SUCCESSFULLY RECOVERED,6/3/17,7/21/22,5.134246575,P. lobata,5x2x1,11.3329,26.7034,10.56276226,1.072910638,1.055754568,21.8968,19.6855,2.930371284,1.266011154,0.281133029,0.054756433,7.351257947,1.431808512,1.116359239,0.217433897,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4815,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.1336,26.4323,9.962745667,1.117523258,1.099000832,29.0933,23.0861,5.284320831,1.211355273,0.22576046,0.044930517,4.452664376,0.886162758,0.709871292,0.141277547,
PAG,CNMI (CREP),Pagan,18.04561,145.70621,51,PAG-20,BMU,NCRMP,4816,SUCCESSFULLY RECOVERED,6/3/17,7/21/22,5.134246575,P. lobata,5x2x1,12.3876,28.3401,10.56164646,1.172885312,1.157234768,34.0752,29.452,8.640498161,1.260840114,0.130187988,0.025356785,1.790960311,0.348826315,1.387161255,0.270178153,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4817,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,10.9084,26.1912,10.60986614,1.028137382,1.00784736,27.6423,24.0497,7.016478539,1.109335229,0.033791542,0.006725143,3.559596059,0.708425606,0.605140686,0.120434215,
SAI,CNMI (CREP),Saipan,15.09787828,145.7433839,57,SAI-05,BMU,NCRMP,4818,PLATE ONLY,6/19/17,4/21/22,4.84109589,P. lobata,5x2x1,12.6289,27.8705,11.09532452,1.138218173,1.124568992,16.7114,15.6641,NA,NA,NA,NA,NA,NA,NA,NA,
SAI,CNMI (CREP),Saipan,15.09787828,145.7433839,57,SAI-05,BMU,NCRMP,4819,SUCCESSFULLY RECOVERED,6/19/17,4/21/22,4.84109589,P. lobata,5x2x1,11.8144,27.612,10.89528751,1.084358718,1.071608224,18.7481,17.0368,0.781642914,1.268104542,0.002840996,0.00058685,10.1108036,2.088536114,0.167429924,0.034585129,
PAG,CNMI (CREP),Pagan,18.04561,145.70621,51,PAG-20,BMU,NCRMP,4820,SUCCESSFULLY RECOVERED,6/3/17,7/21/22,5.134246575,P. lobata,5x2x1,12.9298,28.4341,11.33453465,1.140743789,1.122206008,34.6187,28.4399,8.827291489,1.252161374,0.106764793,0.020794637,2.400478368,0.467542478,1.107310295,0.215671429,
PAG,CNMI (CREP),Pagan,18.04561,145.70621,51,PAG-20,BMU,NCRMP,4821,SUCCESSFULLY RECOVERED,6/3/17,7/21/22,5.134246575,P. lobata,5x2x1,15.1253,30.4847,11.88253784,1.27290148,1.24755308,28.8883,25.9592,6.368834496,1.32018778,2.811882019,0.547671791,2.701821325,0.52623521,1.386165619,0.269984232,
SAI,CNMI (CREP),Saipan,15.09787828,145.7433839,57,SAI-05,BMU,NCRMP,4822,NOT RECOVERED,6/19/17,NA,NA,P. lobata,5x2x1,12.7136,28.1105,11.07903385,1.147536886,1.134731592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAI,CNMI (CREP),Saipan,15.09787828,145.7433839,57,SAI-05,BMU,NCRMP,4823,PLATE ONLY,6/19/17,4/21/22,4.84109589,P. lobata,5x2x1,11.8908,27.2517,10.61993408,1.119667967,1.120566944,18.9389,16.131,NA,NA,NA,NA,NA,NA,NA,NA,
SAI,CNMI (CREP),Saipan,15.09787828,145.7433839,57,SAI-05,BMU,NCRMP,4824,SUCCESSFULLY RECOVERED,6/19/17,4/21/22,4.84109589,P. lobata,5x2x1,11.2216,26.7392,10.54757023,1.063903795,1.054539208,18.3973,17.0659,0.442972183,1.38345792,0.000918388,0.000189707,10.10367966,2.087064559,0.160323143,0.033117118,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4825,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,10.5247,25.8025,9.844797134,1.069062151,1.058093576,26.2882,22.4384,5.053891182,1.19721458,0.139835358,0.027829829,4.651070594,0.925649273,0.557229996,0.110899099,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4826,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.5025,26.7664,10.76107407,1.068898878,1.054268336,25.6765,20.5335,3.188095093,1.192992404,0.075591087,0.015044028,7.49738789,1.492119182,0.735096932,0.146297917,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4827,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,11.8266,26.9621,10.49208069,1.127193009,1.101614504,24.0564,20.2768,3.609927177,1.185221529,0.174596787,0.034747997,6.707556727,1.334928138,0.246231079,0.04900455,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4828,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,12.3876,27.8008,11.31928253,1.094380317,1.081864992,29.5604,27.0344,8.646231651,1.162981829,0.216808319,0.043148875,2.45624256,0.488837805,0.949699402,0.189007787,
MAU,CNMI (CREP),Maug,20.02249,145.22971,28,MAU-87,BMU,NCRMP,4829,SUCCESSFULLY RECOVERED,6/13/17,6/21/22,5.024657534,P. lobata,5x2x1,12.6715,28.0481,11.35916805,1.11553064,1.097362208,34.0571,27.1374,4.701410294,1.216650647,0.168931961,0.033620592,6.488825795,1.291396628,3.159479141,0.628794922,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4830,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,9.4321,24.912,9.725543976,0.9698275,0.952967432,19.8738,17.4288,1.345267296,1.047043378,0.093521118,0.018612436,8.286755562,1.649217983,0.112772942,0.022443906,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4831,PLATE ONLY,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.5189,26.6283,10.57566261,1.089189437,1.081266064,17.2123,15.7691,NA,NA,NA,NA,NA,NA,NA,NA,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4832,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.7867,27.7485,11.30827904,1.042307141,1.0320626,23.387,21.8498,4.98829937,1.074347907,0.280065537,0.055738234,6.039914134,1.202054885,0.110678673,0.022027108,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4833,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,10.8024,26.2209,10.37655258,1.041039393,1.030164816,26.926,25.1938,7.807691574,1.113077507,0.015415192,0.003067909,2.553445814,0.508183055,0.441813469,0.087929071,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4834,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,12.3915,27.9604,10.60009003,1.168999505,1.151900632,25.4773,22.7994,5.593482971,1.268538687,0.304587364,0.060618532,4.702019695,0.935789089,0.067119598,0.013358044,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4835,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.9592,27.348,10.83917999,1.103330696,1.09177776,25.4229,21.7511,5.417607307,1.240131609,0.237939835,0.047354438,5.183632848,1.031639035,0.575743675,0.114583665,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4836,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.3823,27.171,10.46538734,1.087613829,1.076591672,22.2787,20.7687,4.171311378,1.219452685,0.203676224,0.040535344,6.090399738,1.212102456,0.058811188,0.011704517,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4837,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,12.4855,28.2522,10.96576309,1.138589253,1.119681344,22.0942,18.104,9.120326042,1.32877123,0.886931419,0.176515795,0.958505629,0.19076039,1.26920414,0.252595153,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4838,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,12.0527,27.1677,10.71676826,1.124658079,1.106888136,28.3346,24.8412,7.51001358,1.217975993,0.083925247,0.01670268,3.122829433,0.62150095,0.484488487,0.096422191,
MAU,CNMI (CREP),Maug,20.02296447,145.2299637,17,MAU-88,BMU,NCRMP,4839,SUCCESSFULLY RECOVERED,6/14/17,6/22/22,5.024657534,P. lobata,5x2x1,11.3247,26.7321,10.25662136,1.104135524,1.093399536,18.6786,16.5178,0.37653923,1.3313914,0.011964798,0.002381217,9.868117332,1.963938291,0.253054619,0.05036256,
MAU,CNMI (CREP),Maug,20.0356706,145.2247008,47,MAU-05,BMU,NCRMP,4843,SUCCESSFULLY RECOVERED,6/10/17,6/24/22,5.04109589,P. lobata,5x2x1,12.1952,27.2368,11.08416653,1.100236086,1.100390872,25.6151,23.8142,2.930371284,1.266011154,0.197719574,0.039221546,7.956075672,1.578243272,0.225279808,0.044688658,